freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,GOV,EUR_HAB,UK	: 	39.886 	: 	41.058 	: 	43.798 	31.876 b	31.616 	35.998 	39.973 	38.381 	43.712 b	43.523 	42.884 	45.743 	42.559 	43.778 	50.038 	52.624 	53.691 	62.47 	49.986 b	47.432 	50.218 	53.465 	55.625 	56.102 	54.788 	47.869 	42.876 	46.835 	42.943 	42.205 	42.027 	42.838 	44.55 	40.525 	38.05 	41.961 	43.846 p	: 	: 	: 	: 
A,GOV,EUR_HAB,US	26.229 d	52.4 bd	63.658 d	78.108 d	97.305 d	108.65 d	85.37 d	73.79 d	75.493 d	84.628 d	75.092 d	75.939 d	74.061 d	81.878 d	79.852 d	74.026 d	74.475 d	83.353 d	85.014 d	90.831 d	111.478 d	130.383 d	132.01 d	115.383 d	105.872 e	109.65 d	112.624 d	108.113 d	104.286 d	114.972 d	129.435 d	126.458 d	131.908 d	124.358 d	127.431 d	152.961 d	146.136 d	146.59 d	155.079 d	175.133 d	178.106 d	174.039 d	214.641 dp	: 
A,GOV,MIO_EUR,AT	: 	62.833 	: 	: 	: 	92.234 	: 	: 	: 	117.568 	: 	: 	: 	206.624 b	: 	: 	: 	: 	217.463 	: 	: 	: 	266.428 	: 	269.832 	313.916 e	330.232 	367.3 	403.21 e	399.093 	422.417 e	425.222 	425.148 e	424.885 	467.541 e	481.113 	789.63 e	806.604 	851.06 e	913.295 	920.86 e	997.209 	1073.443 e	1174.771 p
A,GOV,MIO_EUR,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.066 	2.557 	6.902 	: 	: 	: 	: 	1.534 	1.767 	1.857 	: 	: 
A,GOV,MIO_EUR,BE	: 	: 	: 	81.651 b	84.591 	96.93 	97.207 	89.769 	95.879 	143.085 b	: 	162.599 e	: 	157.368 b	165.626 	174.515 	210.966 	220.891 	256.306 b	286.177 	312.14 	330.893 	372.644 	354.449 	418.592 	464.249 	475.956 	513.282 	608.585 	637.873 	630.9 	658.6 	747.076 b	775.192 	859.257 	929.384 	1045.794 	1114.163 	1206.776 	1329.381 	1378.616 	1474.73 	1625.638 e	1831.463 p
A,GOV,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	343.846 	281.429 	397.273 	80.667 	22.692 	26.556 	45.789 	30.016 	26.212 	13.501 b	32.392 	48.968 	50.343 b	49.066 	47.709 	58.005 	62.237 	66.554 	71.092 	77.673 	81.615 	97.162 	101.986 	80.342 	78.711 	76.164 	79.153 	84.007 	90.02 	79.617 	90.123 	93.487 	127.528 	134.791 	148.928 	164.599 	215.675 p
A,GOV,MIO_EUR,CH	: 	114.307 	: 	126.372 b	: 	: 	251.576 	: 	179.956 b	199.989 e	171.377 	191.255 e	187.039 	: 	166.533 	: 	159.449 d	: 	123.305 	: 	89.865 bd	: 	95.433 d	: 	90.685 d	: 	76.292 d	: 	75.595 d	: 	90.56 d	: 	115.571 	: 	156.93 	181.58 	: 	165.932 	: 	192.404 	: 	213.637 	238.632 	: 
A,GOV,MIO_EUR,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3700.806 	4182.731 	4718.584 	4454.745 	4384.123 	5236.194 	5911.783 	6849.94 	8257.065 	11391.3 b	14265.806 	15771.727 	20673.299 	23443.141 	25127.343 	32838.777 	33466.84 	35128.329 	38246.475 	44278.592 	48724.068 	55999.51 	63455.841 	: 
A,GOV,MIO_EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.977 	8.001 	: 	: 	: 	: 	: 	10.443 	10.59 	11.413 	12.492 	13.775 	15.587 	16.894 	17.565 	17.866 	16.994 	16.809 	16.942 	16.891 	14.731 	13.696 	12.318 	12.351 	11.075 	10.469 	11.013 	11.144 	12.199 	11.373 	11.955 	11.988 	12 p
A,GOV,MIO_EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.077 d	108.459 d	106.586 b	146.937 	144.381 	163.05 	155.531 	188.404 	197.088 	220.325 	236.29 	246.728 	291.653 	338.339 	420.281 	469.146 	465.376 	475.401 	527.519 	552.085 	572.573 	586.336 	663.171 	538.192 	591.898 	655.06 	707.854 	734.701 	791.976 	868.835 	906.502 p
A,GOV,MIO_EUR,DE	: 	2030.15 	2230.214 e	2494.665 	2634.966 e	2870.921 	3237.389 e	3518.416 	3686.366 e	3991.595 	4178.669 e	5204.39 b	5324.433 b	5933.579 	6028.818 	6540.307 	6457.993 	6245.032 	6502.676 	6631.56 	6872.9 	7145.9 d	7333.389 d	7307.4 d	7514.4 d	7866.9 d	8156.08 d	8540.2 d	9346.38 d	9931.73 d	10353.729 d	10974.3 d	11340.547 d	11861.635 d	12319.97 d	12485.607 d	12720.861 d	13484.009 d	14168.026 d	15022.2 d	15589.054 d	16761.071 d	14697.104 b	15770 p
A,GOV,MIO_EUR,DK	: 	127.875 	141.451 	156.175 	170.257 	187.435 	216.238 	244.524 	263.724 	281.515 	303.188 	315.732 	338.827 	368.073 	: 	430.404 	434.62 e	445.908 	454.709 e	516.307 	491.696 	503.462 	341.296 b	340.143 	336.105 	328.6 	355.551 	190.057 b	174.56 	146.269 	156.612 	148.052 	180.152 	181.016 	177.604 	186.091 	193.816 	265.104 	260.425 	264.931 p	319.283 	322.038 p	335.125 	344.698 p
A,GOV,MIO_EUR,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18184.918 e	19022.151 e	19697.724 e	19979.611 e	20926.342 e	22117.943 e	22822.337 e	23664.272 e	25201.75 e	26531.522 e	26181.258 e	26870.203 e	27487.798 e	27327.132 e	27952.235 e	28565.179 e	28925.928 e	29907.914 e	31299.349 e	32867.563 e	33287.344 e	35547.622 e	34765.833 e	37625.315 e
A,GOV,MIO_EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18234.338 e	19076.397 e	19757.889 e	20043.69 e	20998.507 e	22192.975 e	22901.193 e	23752.993 e	25309.185 e	26634.903 e	26273.511 e	26962.308 e	27578.949 e	27417.686 e	28040.801 e	28657.133 e	29011.347 e	30002.436 e	31399.371 e	32979.807 e	33412.297 e	35699.126 e	34934.115 e	37811.502 e
A,GOV,MIO_EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.641 	6.213 	10.277 	12.006 	12.611 	8.884 	6.82 	8.935 	8.564 	6.877 	9.453 	10.539 	10.967 	11.741 	19.825 	15.038 	24.491 	21.685 	24.561 	31.097 	35.363 	29.117 	31.482 	32.71 	30.9 	35.8 	41.8 	46.41 	47.26 	51.354 	65.143 	59.87 
A,GOV,MIO_EUR,EL	: 	43.85 	: 	: 	: 	: 	66.402 	: 	78.408 	97.096 	: 	106.046 	: 	119.607 	: 	111.383 	: 	127.001 	: 	172.634 	: 	187.8 	: 	198.39 	202.6 e	233.9 	254.4 e	280.68 e	545.93 be	388.37 e	320.55 e	331.727 	331.9 	410.13 	412.69 	479.35 	438.82 	451.14 	488.09 	523.94 	537.24 	590.319 	641.254 	705.417 p
A,GOV,MIO_EUR,ES	: 	223.853 	256.779 	241.167 	258.803 	290.85 	358.057 	409.297 	484.629 	591.515 	699.648 	793.571 	815.198 	747.66 	713.847 	674.851 	729.659 	703.658 	763.64 	843.261 	904.78 	989.053 	1107.815 	1261.763 	1427.504 	1738.053 	1970.824 	2348.843 	2672.288 	2926.733 	2930.562 	2762.385 	2556.646 	2436.444 	2408.695 	2520 	2453 	2495 	2515 	2648 	2753 	2910.025 	3329.694 	3992.243 p
A,GOV,MIO_EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19803.256 e	20731.496 e	21526.204 e	21761.625 e	22714.932 e	24256.392 e	25132.63 e	26104.032 e	27954.355 e	28945.472 e	28921.933 e	29722.943 e	30461.068 e	30190.418 e	30769.81 e	31652.631 e	30900.13 e	32162.452 e	33629.499 e	35455.391 e	36029.299 e	38545.269 e	37946.177 e	41031.705 e
A,GOV,MIO_EUR,FI	: 	122.054 b	: 	154.36 	191.572 	222.401 e	238.566 	269.645 	305.245 e	350.222 	380.23 de	411.187 b	368.174 e	326.584 	364.833 bd	376.646 	402.528 d	399.48 	419.69 	441.83 	467.9 	471.3 	500.5 	485.2 	497.3 	523 	538.504 	528.284 	552.041 	617.296 	644.616 	633.712 	615.864 	596.4 	563.1 	496.2 	483.4 	527.1 	535 	543.1 	528.7 	548.87 	582.99 	641.2 
A,GOV,MIO_EUR,FR	: 	2440.428 	2931.036 	3304.345 	3712.351 	3938.911 	4217.205 	4419.475 	4625.776 	4887.831 	5496.9 	5297.718 	5172.298 b	5531.772 	5501.917 	5761.009 	5699.678 	5139.128 b	5245.393 	5357.058 	5361.43 b	5432.04 	5708.524 	5766.558 	6060.096 	6437.332 	6253.663 	6426.929 	6564.33 	6985.851 	6092.806 b	6248.99 	6119.702 	6185.179 	6163.09 	6349.64 	6310.41 	6272.42 	6456.9 	6586.09 	6234.72 	6504.64 	6796.35 	7045.149 p
A,GOV,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60.165 	64.079 	72.165 	75.032 	78.856 	88.721 	107.435 	103.38 	92.253 	92.105 	91.151 d	90.554 d	88.566 d	91.954 d	85.419 d	94.522 d	100.022 d	112.244 d	124.952 d	151.504 	168.282 	186.187 p
A,GOV,MIO_EUR,HU	: 	: 	: 	: 	: 	: 	: 	68.313 d	60.18 d	76.946 d	49.908 d	45.977 d	45.341 d	82.92 d	84.612 bd	64.037 d	65.668 d	73.307 d	88.92 d	99.882 d	105.73 d	141.825 d	231.841 d	217.219 d	213.144 bd	234.513 d	228.459 d	236.072 d	247.759 d	214.044 d	208.545 d	189.839 d	181.602 d	210.771 d	196.328 d	200.778 d	183.98 d	210.084 d	223.06 bd	215.849 d	217.862 d	258.058 d	287.692 	298.984 
A,GOV,MIO_EUR,IE	: 	47.404 	55.624 	50.708 	55.875 	56.953 	55.758 	52.524 	52.283 	47.759 e	45.587 e	41.677 e	48.613 b	50.698 	57.694 	58.115 	63.681 	68.869 	70.08 	63.888 	95.6 	104 	125.3 	127.4 	138.4 	150 	150 	168.8 	169.1 	138.1 	127.4 	131.9 	132 	129 	130.3 	136.2 	133.5 	142.408 	158.605 	164.663 	165.299 	168.815 	178.967 	178.617 
A,GOV,MIO_EUR,IS	: 	12.117 	: 	10.701 	: 	13.679 	: 	18.507 	: 	24.664 	24.019 	28.141 	30.836 	28.353 	29.74 	30.768 	: 	35.745 	55.094 	56.828 	64.191 e	52.332 	68.601 e	67.894 	: 	85.555 	81.188 	71.456 	48.542 	54.026 	: 	46.628 be	: 	13.965 b	15.872 	16.029 	18.704 	19.096 	18.522 	16.549 	16.698 	17.135 	19.738 	18.06 
A,GOV,MIO_EUR,IT	: 	825.701 	915.872 	1055.455 	1318.416 	1506.238 	1531.612 	1768.708 	1887.56 	2104.443 	2339.846 	2619.385 b	2473.196 	2044.956 	1930.113 	1771.896 	1953.599 	2101.16 	2307.013 	2212.6 	2356.2 	2493.3 	2565 	2582 	2722 	2701.2 	2897.1 	2644.3 	2417.1 	2524.6 	2687.6 	2653.6 	3040.4 	2937.4 	2959.783 	2910.6 	2911.327 	2938.583 	3146.904 	3306.719 	3306.741 	3629.135 	3816.383 	4102.369 p
A,GOV,MIO_EUR,JP	1962.852 	2695.399 	2763.63 	3271.157 	3878.802 	4490.247 	5092.261 	5661.333 	6174.937 	6277.182 	5318.888 	6289.243 	7064.31 	9824.357 	10109.026 	11300.967 	9621.488 	9534.403 	9582.091 	12213.411 	15216.97 	13636.584 	12563.197 	11148.652 	11139.14 	10100.11 	9796.192 	8554.257 	9494.024 	11182.584 	12186.158 	12035.625 	13359.264 	11794.671 	10368.185 	10254.129 	10620.599 	10799.195 	10652.837 	11494.927 	11970.57 	11649.184 	10901.616 	: 
A,GOV,MIO_EUR,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1264.184 d	1359.545 d	1767.011 d	1724.294 d	1976.025 d	1782.65 d	1880.939 d	2249.518 d	2637.393 d	2866.032 b	2589.854 	2785.144 	3628.411 	3796.577 	4310.444 	4451.373 	5111.392 	6164 	6239.411 	6602.531 	6647.988 	6816.81 	6991.543 	7370.158 	7784.368 	: 
A,GOV,MIO_EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.772 	27.248 	32.154 	29.917 	30.645 	36.094 	33.271 	29.223 	33.74 	39.215 	43.53 	48.482 	59.604 	52.305 	38.52 	55.346 	58.416 	65.918 	64.044 	66.536 	85.5 	105.794 	94.806 	99.058 	89.385 	98.223 	104.129 	117.538 p
A,GOV,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	32.5 	38 	44.9 	49.2 	56.9 	66.52 	79 	99 	99.88 b	128.59 	147.788 	156.226 	175.453 	188 	197.4 	181.4 	171.9 	183.5 	175.7 	182.998 e	183.745 	206.196 	217.223 p
A,GOV,MIO_EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.426 	8.176 	8.022 	7.618 	8.296 	8.298 	8.106 	7.883 	8.818 	9.08 	13.587 	16.949 	30.464 	38.992 	20.972 	24.975 	32.847 	39.725 	40.375 	39 	39 	35.1 	36 	42.4 	36.9 	39.2 	45.703 	51.319 	61.961 
A,GOV,MIO_EUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.534 d	: 	2.014 d	2.674 d	2.62 	2.709 	4.46 	6.284 	8.934 	: 	: 	: 	: 
A,GOV,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.63 	4.655 	4.037 	3.835 	3.736 	3.891 	: 	4.17 	: 
A,GOV,MIO_EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.956 	0.798 	0.607 	1.286 	1.366 	0.581 	1.32 	1.503 	1.197 	1.856 	4.243 	5.628 	6.042 	11.803 	0.765 	0.607 	0.862 	0.761 	0.755 	1.51 	1.988 	1.864 
A,GOV,MIO_EUR,NL	: 	497.28 	538.654 	569.132 	601.977 	637.993 	684.327 	744.161 	748.244 	762.229 	819.591 	879.281 	904.253 	969.101 	1078.179 b	1141.543 	1159.023 	1162.472 	1207.84 	1138 d	974 b	1179 d	1106 	1216 bd	1253 d	1216 d	1260 d	1259 d	1259 d	1327 d	1279 d	1319.387 d	1481.641 bd	848 bd	889 d	900 d	923 d	907 d	971 d	1014 d	1038 d	1080.397 d	1034.337 bd	1058.818 de
A,GOV,MIO_EUR,NO	: 	116.471 	141.108 	152.671 	178.386 	179.235 	: 	207.328 	: 	294.195 b	: 	295.21 	: 	329.37 	: 	331.571 	: 	372.833 	: 	376.612 	: 	443.566 	535.386 	514.95 	513.758 	576.899 	637.489 	714.514 b	728.869 	786.292 	876.891 	958.696 	1055.397 	1039.056 	982.5 	1011.811 	964.986 	1014.442 	1050.586 	992.874 	901.667 	1058.028 	1050.735 	982.564 
A,GOV,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	122.549 	112.36 	93.506 	80.029 	96.187 	76.644 	222.882 	223.468 	235.199 b	251.088 	289.059 	315.23 	334.295 	385.859 	413.66 	532.898 	421.334 	444.287 	503.803 	560.127 	624.917 	775.348 	719.105 	935.965 	979.42 	958.946 	921.93 	925.531 	1052.986 	103.365 	110.453 	116.997 	89.402 	143.843 	168.732 	184.316 	211.811 p
A,GOV,MIO_EUR,PT	: 	: 	36.572 	38.09 e	40.346 	45.36 e	48.618 	52.409 e	58.19 	66.707 e	73.104 	86.865 e	101.817 	105.674 e	113.123 e	127.085 	135.193 e	141.032 	182.585 e	227.67 	221.6 e	215.519 	193.782 e	172.045 	173.799 e	175.552 	180.014 e	184.475 	188.316 	202.537 	196.288 	189.33 	124.224 	147.15 	139.833 	144.876 	125.527 	141.743 	147.038 	153.569 	160.139 	169.85 	176.049 	203.38 p
A,GOV,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.439 	27.493 	43.144 b	45.358 	28.495 	34.349 	24.937 	27.977 	47.817 	44.399 	65.156 	80.318 	111.702 	143.649 	221.619 	331.505 	194.043 	210.672 	267.643 b	263.553 	274.58 	247.045 	299.223 	272.241 	305.736 	313.885 	339.315 	327.669 	342.865 	364.067 	443.869 p
A,GOV,MIO_EUR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81.949 	81.13 	81.774 	82.636 	83.085 	62.726 b	79.258 	80.386 	92.537 	111.037 	105.186 	124.282 	140.944 	153.275 	174.211 
A,GOV,MIO_EUR,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	456.069 	720.596 	978.177 	1111.68 	1238.68 	1383.202 	1709.603 	2285.157 	3083.671 	3565.862 	3331.019 	4023.267 	4454.863 	5642.087 	5359.938 	5070.31 	4174.32 	: 	4701.815 	4781.607 	4430.2 	: 	: 	: 	: 
A,GOV,MIO_EUR,SE	: 	144.056 d	: 	134.876 d	: 	168.678 d	: 	176.471 d	: 	197.341 d	: 	226.759 d	: 	219.372 bd	: 	232.643 d	: 	274.218 d	: 	289.185 d	: 	297.242 d	: 	370.663 d	324.628 d	517.657 b	525.156 e	573.615 	546.842 e	467.083 	578.256 e	566.901 	667.157 e	530.428 e	509.974 e	501.096 	515.477 e	584.633 	565.298 	728.957 b	737.162 	811.872 	805.934 	797.054 p
A,GOV,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.832 	62.652 	61.28 	57.091 	64.414 	78.576 	81.017 	77.023 	82.936 	83.123 	72.439 	75.258 	99.905 	118.559 	122.49 	135.225 	136.351 	135.921 	127.831 b	121.483 	121.662 	108.289 	115.218 	109.131 	110.681 	120.932 	136.638 	138.591 	150.218 	188.33 	223.387 p
A,GOV,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.187 	49.74 b	55.629 	59.271 	35.946 b	38.543 	34.63 	35.257 	35.381 d	39.397 d	53.46 d	53.071 d	57.644 d	70.951 d	89.131 d	100.031 d	102.699 d	124.752 d	129.575 d	143.515 d	125.126 d	189.768 d	258.341 	137.394 	155.827 	159.386 	154.939 	165.414 	169.854 	184.533 	228.045 
A,GOV,MIO_EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.182 	50.385 	49.438 	67.597 	34.085 	36.26 	76.831 	86.962 	64.804 	72.981 	85.986 	86.267 	89.803 	135.304 	129.702 	264.243 	284.026 	359.833 	432.045 	469.938 	531.271 	540.467 	621.104 	609.234 	586.754 	704.269 	699.421 	693.694 	623.581 	478.858 	461.436 	436.019 	549.324 	: 
A,GOV,MIO_EUR,UK	: 	2247.293 	: 	2311.715 	: 	2473.768 	1804.807 b	1794.002 	2046.867 	2278.331 	2193.738 	2506.384 b	2503.084 	2472.211 	2643.382 	2466.005 	2543.254 	2914.199 	3072.971 	3145.204 	3672.311 	2949.169 b	2809.821 	2988.049 	3196.888 	3347.616 	3400.907 	3346.069 	2947.379 	2660.112 	2927.651 	2706.365 	2679.838 	2685.75 	2756.662 	2889.204 	2649.485 	2505.39 	2780.911 	2922.178 p	: 	: 	: 	: 
A,GOV,MIO_EUR,US	5973.075 d	12052.454 bd	14782.575 d	18303.297 d	23002.388 d	25913.703 d	20547.111 d	17919.419 d	18500.297 d	20935.761 d	18786.52 d	19252.905 d	19027.906 d	21311.443 d	21037.369 d	19734.48 d	20086.95 d	22751.995 d	23476.942 d	25371.552 d	31481.161 d	37188.477 d	38012.902 d	33533.416 d	31048.316 e	32455.59 d	33654.03 d	32617.293 d	31759.587 d	35324.061 d	40104.096 d	39492.098 d	41514.633 d	39433.778 d	40727.136 d	49270.843 d	47436.986 d	47914.491 d	50988.992 d	57883.877 d	59095.605 d	57844.762 d	71597.341 dp	: 
A,GOV,MIO_NAC,AT	: 	80.892 	: 	: 	: 	104.852 	: 	: 	: 	124.481 	: 	: 	: 	204.574 b	: 	: 	: 	: 	218.951 	: 	: 	: 	266.428 	: 	269.832 	313.916 e	330.232 	367.3 	403.21 e	399.093 	422.417 e	425.222 	425.148 e	424.885 	467.541 e	481.113 	789.63 e	806.604 	851.06 e	913.295 	920.86 e	997.209 	1073.443 e	1174.771 p
A,GOV,MIO_NAC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.909 	5 	13.5 	: 	: 	: 	: 	3 	3.456 	3.631 	: 	: 
A,GOV,MIO_NAC,BE	: 	: 	: 	91.97 b	95.29 	107.92 	105.54 	95.78 	103.22 	153.87 b	: 	170.19 e	: 	157.88 b	162.82 	166.78 	205.52 	221.95 	258.09 b	286.177 	312.14 	330.893 	372.644 	354.449 	418.592 	464.249 	475.956 	513.282 	608.585 	637.873 	630.9 	658.6 	747.076 b	775.192 	859.257 	929.384 	1045.794 	1114.163 	1206.776 	1329.381 	1378.616 	1474.73 	1625.638 e	1831.463 p
A,GOV,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	0.447 	0.394 	0.437 	0.363 	0.767 	1.357 	1.479 	1.933 	2.304 	3.004 b	61.254 	96.423 	98.46 b	95.565 	92.947 	113.063 	121.3 	130 	139.041 	151.912 	159.622 	190.029 	199.464 	157.132 	153.942 	148.962 	154.807 	164.301 	176.061 	155.715 	176.262 	182.841 	249.42 	263.625 	291.274 	321.922 	421.817 p
A,GOV,MIO_NAC,CH	: 	250 	: 	236 b	: 	: 	443 	: 	311 b	360 e	302 	339 e	340 	: 	270 	: 	250 d	: 	200 	: 	140 bd	: 	140 d	: 	140 d	: 	120 d	: 	120 d	: 	125 d	: 	139.298 	: 	190.607 	193.909 	: 	184.467 	: 	214.03 	: 	230.963 	239.754 	: 
A,GOV,MIO_NAC,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7902 	9161 	11133 	12884 	14664 	17313 	20668 	23453 	26120 	28188.3 	31007 	36930 	41708 	45142 	53385.62 	59174.58 	71361.3 	84416.93 	108532.89 b	127981.4 	141882.46 	167561.22 	191403.869 	205684.891 	228994.641 	246054.9 	267994.02 	298632.303 	342517.051 	383687.415 	427175.461 	449191.207 	: 
A,GOV,MIO_NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.834 	7.979 	: 	: 	: 	: 	: 	10.337 	10.474 	11.191 	12.292 	13.541 	15.555 	16.796 	17.312 	17.576 	16.917 	16.809 	16.942 	16.891 	14.731 	13.696 	12.318 	12.351 	11.075 	10.469 	11.013 	11.144 	12.199 	11.373 	11.955 	11.988 	12 p
A,GOV,MIO_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4408 d	3474 d	2907 d	3704 d	3698.1 b	5063 	5187.6 	5877.8 	5736.6 	6707 	6714.4 	6786.9 	7524.888 	7868.405 	8686.018 	9589.192 	11669.52 	11703.318 	12302.211 	12020.05 	12971.688 	13884.388 	14875.444 	16145.35 	18090.631 	14549.474 	15582.298 	16800.322 	18170.615 	19436.507 	20306.263 	21343.797 	21759.682 p
A,GOV,MIO_NAC,DE	: 	2609.43 	2709.316 e	2896.06 	3015.265 e	3267.97 	3522.686 e	3726.55 	3909.85 e	4224.91 	4384.33 e	5457 b	5499.97 b	5874.59 	5932.32 	6265.83 	6305.15 	6272.32 	6546.89 	6631.56 	6872.9 	7145.9 d	7333.389 d	7307.4 d	7514.4 d	7866.9 d	8156.08 d	8540.2 d	9346.38 d	9931.73 d	10353.729 d	10974.3 d	11340.547 d	11861.635 d	12319.97 d	12485.607 d	12720.861 d	13484.009 d	14168.026 d	15022.2 d	15589.054 d	16761.071 d	14697.104 b	15770 p
A,GOV,MIO_NAC,DK	: 	1013.1 	1153.8 	1270 	1387 	1503 	1716 	1928 	2097 	2266 	2382 	2497 	2646 	2795 	: 	3154 	3198.5 e	3337 	3410 e	3839 	3665 	3751.85 	2536 b	2527.5 	2500.59 	2448.66 	2652.087 	1416.04 b	1301.521 	1089.148 	1166.34 	1103.076 	1341 	1350 	1324 	1388 	1443 	1972 	1941 	1978 p	2380 	2395 p	2493.195 	2568.307 p
A,GOV,MIO_NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.729 	6.148 	10.111 	11.498 	12.309 	8.922 	6.864 	8.935 	8.564 	6.877 	9.453 	10.539 	10.967 	11.741 	19.825 	15.038 	24.491 	21.685 	24.561 	31.097 	35.363 	29.117 	31.482 	32.71 	30.9 	35.8 	41.8 	46.41 	47.26 	51.354 	65.143 	59.87 
A,GOV,MIO_NAC,EL	: 	7.93 	: 	: 	: 	: 	26.78 	: 	38.56 	50.96 	: 	70.09 	: 	94.27 	: 	99.04 	: 	115.3 	: 	165.04 	: 	187.8 	: 	198.39 	202.6 e	233.9 	254.4 e	280.68 e	545.93 be	388.37 e	320.55 e	331.727 	331.9 	410.13 	412.69 	479.35 	438.82 	451.14 	488.09 	523.94 	537.24 	590.319 	641.254 	705.417 p
A,GOV,MIO_NAC,ES	: 	138.138 	165.991 	184.808 	196.871 	225.733 	295.801 	349.715 	400.787 	463.603 	544.171 	612.726 	649.301 	670.093 	681.809 	661.118 	704.932 	701.546 	767.303 	843.261 	904.78 	989.053 	1107.815 	1261.763 	1427.504 	1738.053 	1970.824 	2348.843 	2672.288 	2926.733 	2930.562 	2762.385 	2556.646 	2436.444 	2408.695 	2520 	2453 	2495 	2515 	2648 	2753 	2910.025 	3329.694 	3992.243 p
A,GOV,MIO_NAC,FI	: 	98.39 b	: 	128.462 	152.21 	175.588 e	199.807 	229.711 	253.796 e	278.2 	310.475 de	345.929 b	359.586 e	367.81 	379.869 bd	361.621 	394.569 d	395.107 	422.286 	441.83 	467.9 	471.3 	500.5 	485.2 	497.3 	523 	538.504 	528.284 	552.041 	617.296 	644.616 	633.712 	615.864 	596.4 	563.1 	496.2 	483.4 	527.1 	535 	543.1 	528.7 	548.87 	582.99 	641.2 
