freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,HES,MIO_PPS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.377 	5.903 	6.907 	8.22 	11.296 	14.944 	18.233 	24.013 	28.337 	36.073 	35.86 	42.37 	46.414 	50.667 	48.749 	49.482 	45.999 	46.151 	43.902 	50.669 	59.102 	69.638 	73.569 	84.577 	85.02 	87.931 p
A,HES,MIO_PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89.056 b	101.099 	115.291 	129.102 	171.335 	218.146 	256.379 	261.832 	285.014 	293.411 	398.135 	446.642 	515.459 	514.697 	563.166 	587.574 	853.514 	1103.707 	1196.377 	1219.962 	1226.891 	904.736 	980.591 	1209.706 	1307.542 	1288.126 	1299.454 	1306.86 	1306.09 p
A,HES,MIO_PPS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6271.747 	6689.213 	6651.31 	6665.827 	7091.868 	7355.565 	7796.043 	8317.408 	8605.322 	8607.007 	8783.11 	9060.974 	9359.995 	10568.011 	11050.35 	11967.138 	12768.568 	13110.996 	13319.774 	13913.238 	14174.791 	15344.083 b	15935.737 	16963.269 	17369.508 	18039.29 	18559.322 	19665.228 	19914.101 p
A,HES,MIO_PPS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	436.51 	413.838 e	461.833 	458.488 e	490.019 	549.467 	574.143 	759.731 b	794.879 	858.745 	893.232 	1004.52 	1117.4 b	1326.471 	1424.53 	1596.461 	1675.74 	1744.871 	1905.696 	1892.605 	2077.635 	2069.947 	2134.098 	2251.952 	2307.317 p	2395.351 	2430.241 p	2904.158 	3039.223 p
A,HES,MIO_PPS,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24810.07 e	26771.34 e	28640.999 e	29716.561 e	30008.575 e	31118.615 e	32910.658 e	34919.074 e	38450.422 e	39898.132 e	41839.122 e	42466.789 e	42994.665 e	44179.171 e	44868.457 e	46032.935 e	46648.427 e	48200.634 e	50088.36 e	51859.446 e	52995.863 e	56135.824 e	60171.823 e	63541.571 e
A,HES,MIO_PPS,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24940.812 e	26908.24 e	28789.738 e	29893.772 e	30205.879 e	31278.624 e	33072.803 e	35095.028 e	38637.294 e	40075.501 e	41973.828 e	42604.696 e	43127.368 e	44311.358 e	45003.238 e	46174.508 e	46851.381 e	48391.85 e	50332.555 e	52155.303 e	53309.898 e	56498.444 e	60568.283 e	63982.572 e
A,HES,MIO_PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.311 	14.831 	28.754 	30.862 	33.901 	34.383 	41.825 	44.945 	53.4 	62.245 	70.111 	93.598 	103.968 	127.165 	121.502 	130.823 	155.833 	173.326 	190.508 	172.717 	167.437 	126.383 	154.835 	204.961 	196.539 	200.194 	222.681 	235.835 	255.77 
A,HES,MIO_PPS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	252.565 b	: 	332.243 	: 	467.035 	: 	473.544 	: 	547.354 	578.737 e	632.604 	670.891 e	725.953 e	592.423 be	584.053 e	506.489 e	584.535 	576.175 	627.073 	648.625 	759.773 	660.056 	688.912 	742.517 	860.705 	954.819 	964.103 	1104.677 	1190.697 p
A,HES,MIO_PPS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1337.61 	1457.954 	1528.338 	1653.741 	1700.709 	1901.712 	2131.515 e	2365.02 	2694.394 	2817.757 	3149.724 	3526.666 	3792.86 	4203.281 	4263.493 	4292.109 	4175.233 	3947.321 	3900.298 	3901.233 	4005.342 	3943.714 	4146.6 	4234.755 	4457.054 	4427.142 	4894.458 	5388.646 	6237.066 p
A,HES,MIO_PPS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28309.696 e	30486.851 e	32664.679 e	33858.883 e	34395.482 e	35674.676 e	37803.775 e	40440.45 e	44617.079 e	46499.272 e	49007.368 e	50230.8 e	51515.53 e	52603.571 e	53544.622 e	55201.576 e	55587.816 e	57773.294 e	60695.043 e	63711.925 e	65019.98 e	69071.433 e	73918.771 e	78779.681 e
A,HES,MIO_PPS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	360.995 	386.596 e	490.198 b	552.031 	644.134 	666.236 	688.46 	760.023 	787.917 	872.891 	871.248 	900.214 	983.606 	1004.266 	1080.341 	1197.357 	1187.855 	1198.419 	1146.198 	1176.475 	1172.367 	1174.643 	1246.183 	1289.59 	1341.349 	1356.013 	1394.632 	1533.857 	1670.528 
A,HES,MIO_PPS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3879.216 	4047.973 	4172.572 b	4314.567 	4444.636 	5182.233 b	5643.616 	5926.046 	5908.776 	5810.239 b	6094.291 	6466.271 	6806.716 	7238.922 	7796.082 	8305.431 	8367.542 	8472.98 	8791.871 	8769.935 	9046.345 	9081.115 	9295.466 	9518.938 	9894.297 	9970.452 	10451.696 	11047.454 	12040.055 p
A,HES,MIO_PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	148.739 	177.211 	197.304 	160.01 	162.145 	175.954 	186.872 	177.369 	134.706 	137.907 	132.702 	132.186 	134.781 	141.573 	202.954 	191.216 	244.195 	295.857 	314.035 	362.62 	396.46 	441 p
A,HES,MIO_PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138.979 d	127.663 d	135.953 d	147.002 d	139.641 d	190.977 d	261.799 d	299.256 d	316.045 d	283.904 d	326.751 d	350.242 d	337.814 d	347.667 d	370.337 d	370.058 d	407.22 d	393.531 d	349.096 d	329.651 d	307.705 d	250.454 d	347.06 d	405.248 bd	467.054 d	450.375 d	535.851 d	555.776 	603.147 
A,HES,MIO_PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	143.395 e	160.682 	178.858 e	196.283 	201.968 e	209.521 	239.301 	269.005 	330.687 	405.529 	445.157 	487.898 	544.034 	615.958 	610.686 e	631.113 	604.263 e	574.279 	589.061 e	638.741 	656.422 	654.769 	704.538 	589.154 	585.612 	611.252 	645.128 e	679.182 e	763.826 e
A,HES,MIO_PPS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.303 	: 	31.02 	31.865 	31.981 	29.046 e	40.121 	34.852 e	44.793 	: 	53.368 	64.856 	64.95 	66.715 	65.714 	61.714 b	61.673 b	: 	65.592 b	68.622 	74.925 	81.145 	86.075 	86.232 	93.242 	92.98 	103.211 	112.86 	116.325 
A,HES,MIO_PPS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2534.556 	2787.903 	3452.9 b	3740.144 	3758.436 	3986.468 	4479.077 	4769.488 	4924.895 	4799.9 	4511.74 b	4920.118 	5360.229 	5728.443 	5689.059 	5527.606 	5567.209 	5675.494 	5811.68 	5634.381 e	5500.9 e	5549.024 e	5583.025 e	5726.526 e	5924.332 e	5836.984 e	6364.366 e	6981.033 e	7345.648 ep
A,HES,MIO_PPS,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14344.329 	10394.515 b	10499.955 	11262.367 	11505.268 	11938.106 	12433.236 	12435.461 	12599.728 	12880.653 	14125.458 	14004.241 	14669.621 	13427.106 b	13900.263 	13689.171 	14605.303 	15021.079 	15999.174 b	15281.77 	14872.616 	13711.351 	13745.736 	13483.885 b	13223.578 	13073.778 	13734.953 	14369.941 	: 
A,HES,MIO_PPS,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	819.781 d	1069.59 d	1317.438 d	1268.404 d	1488.43 d	1652.27 d	1727.196 d	1816.402 d	1902.327 d	2189.029 d	2388.587 d	2721.648 d	3332.122 b	3663.345 	3754.377 	4214.777 	4443.574 	4707.108 	4806.94 	5154.859 	5426.019 	: 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.06 	41.87 	48.276 	43.161 	52.538 	56.714 	96.761 	118.118 	145.665 	161.369 	166.975 	197.728 	215.619 	187.643 	195.765 	252.628 	260.337 	296.029 	318.025 	348.875 	202.059 	207.317 	232.554 	266.171 	309.594 	317.699 	334.479 	428.927 p
A,HES,MIO_PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.782 	1.289 	: 	1.276 e	4.724 	6.143 	10.404 	15.08 e	32.585 	41.554 	61.418 	55.51 	77.169 	90.578 	89.474 	100.491 	110.636 	118.842 	116.537 	126.453 	130.505 e	144.744 	162.393 	168.919 p
A,HES,MIO_PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.237 	13.967 	18.42 	25.549 	25.703 	25.875 	29.661 	31.275 	31.563 	32.602 	54.548 	62.457 	75.402 	90.535 	48.032 	68.095 	103.35 	106.708 	86.428 	95.049 	109.217 	69.235 	91.277 	134.933 	145.009 	142.258 	144.637 	169.836 	178.813 
A,HES,MIO_PPS,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.326 d	: 	7.988 d	9.297 d	12.772 	14.625 	14.563 	15.217 	12.936 	: 	: 	: 	: 
A,HES,MIO_PPS,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62.314 	59.887 	48.239 	49.878 	56.052 	56.075 	: 	67.785 	: 
A,HES,MIO_PPS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.352 	10.13 	10.836 	11.229 	12.796 	14.031 	13.475 	13.436 	18.891 	18.474 	26.499 	28.594 	25.708 	27.52 	25.698 	26.055 	30.94 	34.257 	35.213 	39.021 	42.732 	59.506 
A,HES,MIO_PPS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1593.847 	1700.099 	1713.939 	1712.465 	2069.639 b	2409.268 	2527.987 	2765.824 	2772.825 	2830.299 	3091.429 	3131.21 	3293.103 	3642.387 	3721.009 	3894.102 	3559.299 	3540.528 	3699.384 b	3775.925 	3898.582 	3758.066 	3956.414 	4002.304 	4152.296 	4392.056 	4833.871 	4935.954 	4888.515 
A,HES,MIO_PPS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382.22 	: 	447.678 	: 	523.761 	: 	565.957 	616.295 	668.99 	736.321 	827.132 	895.274 	1037.241 b	1137.082 	1115.413 	1143.599 	1169.666 	1228.676 	1278.746 	1291.249 	1353.956 	1427.287 	1642.741 	1782.867 	1806.09 	1719.837 	1892.995 	2148.738 e	2080.097 
A,HES,MIO_PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	403.888 	482.087 	531.927 	556.382 	612.75 	685.302 	716.216 	698.396 	657.813 	735.372 	771.808 	784.687 	963.53 	1091.874 	1357.93 	1624.313 	1696.638 	2031.511 	1728.285 	1911.79 	2123.825 	2256.746 	2665.592 	3149.557 	4126.573 	4259.601 	4779.825 	4963.939 	5909.368 p
A,HES,MIO_PPS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231.586 b	270.693 e	301.437 	345.44 e	397.591 	436.624 e	469.564 	471.008 e	480.21 	493.56 e	524.14 	628.332 e	716.445 	1087.006 b	1220.047 	1234.576 	1116.585 	1031.753 	1246.647 b	1260.164 	1250.496 	1298.309 	1311.797 	1368.248 	1429.513 	1371.049 	1410.227 	1522.79 	1652.523 p
A,HES,MIO_PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.915 b	24.791 	17.193 	23.475 	29.502 	46.992 	52.871 	74.894 	50.107 	61.987 	94.543 	157.537 	278.432 	426.015 	280.886 	291.006 	306.278 b	267.566 	218.316 	171.16 	262.179 	180.887 	195.449 	190.401 	205.365 	172.012 	198.356 	223.443 	325.452 p
A,HES,MIO_PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	310.193 	256.393 	287.134 	292.005 	275.78 	248.373 	251.633 	236.564 	253.033 	252.191 	273.404 	253.665 	273.126 	300.559 	324.785 
A,HES,MIO_PPS,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	500.93 	503.34 	631.312 	531.537 	558.291 	634.891 	865.008 	1011.311 	1258.426 	1114.967 	1195.751 	1376.654 	1647.405 	1686.043 	1924.973 	2182.699 	2397.826 	2664.994 	2619.026 	3027.971 	3090.996 	: 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1140.436 bd	: 	1296.027 b	: 	1524.772 	: 	1673.533 	: 	1822.761 	1918.905 	1870.994 	1951.868 e	2094.122 	2230.098 e	2364.287 	2500.985 e	2632.302 	2797.001 e	2839.362 	2945.9 e	2973.64 	3027.097 e	3008.611 	3104.949 	3067.198 b	3080.651 	3260.805 	3324.465 	3528.496 p
A,HES,MIO_PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93.232 e	65.897 	55.072 	57.517 	60.115 	67.169 	74.51 	74.238 	59.152 	65.714 	92.776 	95.162 	97.528 	101.402 	111.903 	123.099 	125.885 b	125.671 	119.08 	112.785 	104.973 	105.85 	108.268 	127.061 	139.484 	147.892 	162.281 	182.983 	217.343 p
A,HES,MIO_PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.66 	19.489 	32.063 	34.37 	30.91 	30.912 	30.95 	30.049 	46.206 	67.304 	73.738 	92.459 	100.712 	110.817 	110.967 	173.443 	240.857 	291.401 	297.112 	340.197 	593.819 	245.143 	245.695 	234.989 	249.35 	286.85 	302.258 	346.729 	415.924 
A,HES,MIO_PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	963.988 	1134.691 	1225.36 	1027.768 	1150.045 	1421.672 	1517.58 	1642.749 	1624.408 	2027.94 	2055.188 	2130.964 	2721.763 	2663.529 	3201.264 	3506.03 	3912.165 	4151.192 	4201.793 	4627.385 	5814.683 	6991.379 	7735.202 	7855.815 	7784.115 	8113.904 	8040.428 	9038.253 	: 
A,HES,MIO_PPS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3167.785 	3318.926 	3415.898 	3509.531 	3826.52 	4300.316 	4944.071 	5486.72 	5644.382 	5943.771 	6457.246 	6917.014 	7257.164 	7512.393 	7685.388 	7682.689 	7520.097 	7588.592 	7917.297 	8093.044 	8312.999 	8104.575 	8198.879 	8616.95 	8727.315 p	: 	: 	: 	: 
A,HES,MIO_PPS,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18947.267 d	20095.87 d	20814.142 d	21775.234 bd	23533.393 d	25491.89 d	27905.36 d	30462.958 d	34444.007 bd	36583.612 p	38491.017 d	38906.507 d	40373.034 d	40386.689 d	41457.964 d	43959.645 d	44766.879 d	44946.176 d	44385.675 d	44654.156 d	46438.609 d	47074.226 d	48838.359 d	50777.701 d	50820.93 d	51626.276 d	54094.939 d	56751.457 dp	: 
A,HES,MIO_PPS_KP05,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1036.78 	: 	: 	: 	1241.66 	: 	1334.322 	1383.721 e	1385.855 	1456.78 	1644.989 e	1674.596 	1772.513 e	1768.523 	1866.516 e	1872.266 	1919.44 e	1902.562 	1874.844 e	1899.318 	1968.355 e	1967.796 	1928.867 e	2119.803 	2178.281 e	2235.304 p
A,HES,MIO_PPS_KP05,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.338 	26.992 	38.195 	: 	: 	: 	: 	31.09 	31.531 	32.405 	: 	: 
A,HES,MIO_PPS_KP05,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	832.95 	854.418 	923.884 	962.037 b	997.68 	1013.309 	1047.72 	1070.676 	1098.593 	1102.044 	1137.522 	1134.07 	1183.423 	1285.517 	1408.967 	1484.623 	1504.939 	1514.755 	1583.39 	1555.649 	1604.332 	1757.654 	1766.781 	1788.379 	1828.265 	1855.618 	1942.888 	2054.323 e	1986.877 p
A,HES,MIO_PPS_KP05,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.3 	18.941 b	16.605 	12.587 	15.32 b	23.869 	27.851 	25.08 	25.863 	26.339 	29.961 	29.157 	30.555 	33.519 	52.223 	50.671 	42.403 	38 	42.964 	55.025 	41.865 	33.955 	36.624 	36.503 	56.32 	45.818 	47.7 	46.994 	52.423 p
A,HES,MIO_PPS_KP05,CH	: 	651.756 	: 	571.922 b	: 	: 	581.205 be	: 	941.825 b	980.463 e	: 	: 	1197.888 	: 	1187.587 	: 	1226.046 	: 	1213.938 	: 	1222.075 	: 	1372.437 	: 	1470.024 	: 	1535.22 	: 	1803.05 	: 	2011.777 	: 	2362.232 	: 	2587.988 	2725.555 	: 	2907.269 	: 	3064.32 	: 	3197.551 	3197.984 d	: 
A,HES,MIO_PPS_KP05,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	869.562 	1122.423 	1411.421 	1633.948 	1571.317 	1666.274 	1978.884 	1982.92 	2228.569 	2638.537 	3447.816 	4364.088 	5280.826 	6122.036 	7072.094 	7791.676 	8236.457 	9509.621 	11408.318 	13716.826 	14640.612 	16066.71 	17221.116 	17831.06 	19853.678 	21233.257 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS_KP05,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.283 	6.803 	7.755 	8.868 	12.249 	15.913 	18.922 	24.013 	27.809 	33.47 	32.307 	38.463 	42.355 	46.114 	44.551 	45.417 	42.616 	41.899 	38.935 	44.471 	51.775 	60.27 	64.543 	72.02 	68.302 	67.037 p
A,HES,MIO_PPS_KP05,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.311 b	115.266 	131.322 	145.939 	190.277 	241.216 	270.973 	274.392 	288.31 	291.683 	398.135 	452.39 	502.043 	487.986 	523.861 	549.336 	792.868 	1017.246 	1071.137 	1064.063 	1073.197 	784.464 	835.475 	1011.001 	1073.014 	1034.072 	1003.938 	966.93 	904.349 p
A,HES,MIO_PPS_KP05,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7046.677 b	7197.096 e	7151.805 	7265.473 	7449.701 	7735.919 	7769.095 	7742.348 	8032.805 	8313.43 	8594.296 	8959.906 	8961.078 	8696.308 	8783.11 	9025.814 	9105.016 	10153.508 	10575.542 	11264.845 	11814.873 	12046.23 	12082.659 	12378.427 	12510.781 	13388.213 b	13714.744 	14334.165 	14641.274 	14980.876 	15083.055 	15143.129 	14518.069 p
A,HES,MIO_PPS_KP05,DK	: 	237.476 	244.137 	256.492 	269.978 	285.57 	315.823 	337 	364.162 	385.085 	390.531 	394.969 	413.199 	435.35 	: 	536.754 	491.933 e	544.524 	534.65 e	565.431 	613.371 	629.002 	808.472 b	840.463 	874.348 	893.232 	980.335 	1055.721 b	1190.523 	1271.342 	1352.665 	1409.358 	1464.946 	1578.413 	1557.105 	1691.6 	1683.216 	1684.938 	1762.703 	1802.749 p	1803.658 	1766.096 p	1940.893 	2078.107 p
A,HES,MIO_PPS_KP05,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27522.646 e	28993.833 e	30292.316 e	30967.486 e	30744.374 e	31118.615 e	32270.694 e	33394.04 e	36069.932 e	37555.928 e	38893.831 e	38997.678 e	39010.735 e	39494.799 e	39832.853 e	40395.649 e	40590.493 e	41448.506 e	42446.061 e	43352.347 e	43528.597 e	45052.943 e	45872.262 e	45684.918 e
A,HES,MIO_PPS_KP05,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27666.467 e	29142.142 e	30449.262 e	31151.304 e	30944.04 e	31278.624 e	32424.456 e	33553.116 e	36233.132 e	37709.302 e	39009.918 e	39112.699 e	39118.27 e	39600.96 e	39940.757 e	40507.503 e	40750.262 e	41596.341 e	42632.72 e	43573.577 e	43760.018 e	45316.26 e	46150.214 e	45968.655 e
A,HES,MIO_PPS_KP05,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.073 	17.972 	34.852 	37.416 	40.82 	40.737 	48.433 	49.974 	57.004 	64.815 	70.111 	91.555 	96.442 	111.147 	103.94 	108.605 	124.376 	136.44 	147.752 	132.27 	128.733 	96.394 	116.668 	150.263 	142.011 	142.422 	155.035 	153.002 	154.004 
A,HES,MIO_PPS_KP05,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	294.034 b	: 	368.707 	: 	511.26 	: 	494.215 	: 	553.542 	579.048 e	632.604 	653.107 e	713.99 e	561.533 be	552.967 e	484.645 e	555.725 	532.45 	557.632 	573.332 	668.368 	583.582 	600.619 	645.582 	745.502 	828.214 	819.485 	876.993 	898.058 p
A,HES,MIO_PPS_KP05,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1706.991 	1802.158 	1870.929 	1983.875 	2021.849 	2201.09 	2401.893 e	2567.065 	2871.566 	2929.48 	3149.724 	3339.173 	3473.973 	3789.613 	3901.975 	3952.698 	3842.186 	3574.433 	3493.538 	3461.675 	3536.062 	3470.635 	3577.819 	3663.016 	3789.878 	3802.601 	4047.531 	4235.338 	4528.264 p
A,HES,MIO_PPS_KP05,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31269.32 e	32917.162 e	34473.925 e	35214.775 e	35139.283 e	35674.676 e	37075.693 e	38596.437 e	41659.758 e	43582.24 e	45264.115 e	45814.051 e	46413.081 e	46788.951 e	47338.113 e	48228.827 e	48291.448 e	49601.607 e	51419.119 e	53261.496 e	53345.645 e	55327.806 e	56217.276 e	56708.4 e
A,HES,MIO_PPS_KP05,FI	: 	182.376 b	: 	226.339 	241.048 	257.483 e	276.482 	301.044 	319.603 e	323.126 	327.369 e	394.128 b	396.787 e	373.202 	377.543 	406.255 	433.257 e	543.648 b	598.531 	689.385 	700.061 	716.119 	787.202 	816.383 	877.448 	871.248 	894.073 	938.963 	923.799 	986.227 	1091.61 	1069.175 	1069.628 	1017.074 	1036.374 	1013.563 	1019.37 	1063.444 	1080.376 	1117.575 	1098.401 	1090.262 	1136.025 	1172.659 
A,HES,MIO_PPS_KP05,FR	: 	2847.93 b	2956.744 	3033.452 	3118.576 	3188.88 	3240.12 	3376.959 	3467.017 	3721.936 	3889.774 	4077.44 	4203.92 	4398.839 	4501.539 	4687.152 	4754.317 	4860.068 b	4968.537 	5038.682 	5690.27 b	5981.351 	6138.239 	6197.061 	6058.935 b	6094.291 	6376.317 	6556.058 	6881.509 	7444.69 	7752.332 	7743.578 	7855.158 	7957.655 	7908.313 	8051.878 	8027.448 	8156.492 	8215.26 	8213.496 	8032.325 	8339.038 	8528.514 	8732.665 p
A,HES,MIO_PPS_KP05,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	156.946 	183.818 	199.666 	160.01 	153.762 	159.076 	163.2 	153.373 	116.088 	115.021 	107.535 	106.161 	107.903 	111.854 	159.769 	147.835 	186.659 	221.229 	231.42 	263.318 	277.953 	283.738 p
A,HES,MIO_PPS_KP05,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172.112 d	153.934 d	163.333 d	174.766 d	163.402 d	215.98 d	278.167 d	306.835 d	316.978 d	286.344 d	326.751 d	349.548 d	328.204 d	320.484 d	328.108 d	315.847 d	340.479 d	326.249 d	286.483 d	272.056 d	252.193 d	208.849 d	289.863 d	334.318 bd	382.729 d	360.743 d	424.363 d	417.709 	425.68 
A,HES,MIO_PPS_KP05,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169.719 e	185.227 	207.664 e	222.522 	231.229 e	233.201 	256.908 	280.835 	339.109 	410.453 	445.157 	469.958 	510.408 	582.795 	594.099 e	594.383 	555.418 e	514.719 	525.404 e	577.73 	537.235 	543.416 	582.703 	487.67 	490.063 	518.434 	534.291 e	522.725 e	573.057 e
A,HES,MIO_PPS_KP05,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.777 	: 	32.197 	33.054 	32.994 	30.983 e	41.177 	35.199 e	45.686 	: 	53.368 	65.235 	66.59 	66.213 	64.42 	61.821 b	61.903 b	: 	65.239 b	66.734 	70.181 	75.87 	79.628 	80.261 	85.219 	85.917 	89.977 	89.501 	87.709 
A,HES,MIO_PPS_KP05,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2928.809 	3134.822 	3865.957 b	4091.137 	4067.582 	4259.193 	4723.759 	4959.718 	5016.139 	4892.497 	4511.74 b	4771.785 	5024.002 	5165.897 	5098.476 	4924.711 	4859.638 	4844.528 	4949.289 	4804.012 e	4633.187 e	4530.678 e	4508.122 e	4575.578 e	4641.558 e	4476.787 e	4767.222 e	4949.854 e	4951.003 ep
